id,book,idx,perseus_n,status,reason,dur,lead,trail,speech,peak,trimmed_dur,text,text_scanned,wav,clean_wav,text_clean,split
b8_l284,8,284,284,ok,,5.973,0.120,0.533,5.320,-9.5,5.550,καί σε νόθον περ ἐόντα κομίσσατο ᾧ ἐνὶ οἴκῳ·,καί σε νόθον περ ἐόντα κομίσσατο ᾧ ἐνὶ οἴκῳ·,data/iliad/raw/Homer/Iliad/book_8/line_284.mp4,data/iliad/wavs/b8_l284.wav,καί σε νόθον περ ἐόντα κομίσσατο ᾧ ἐνὶ οἴκῳ·,train
b8_l285,8,285,285,ok,,5.973,0.140,0.613,5.220,-6.9,5.450,τὸν καὶ τηλόθ’ ἐόντα ἐϋκλείης ἐπίβησον.,τὸν καὶ τηλόθ’ ἐόντα ἐϋκλείης ἐπίβησον.,data/iliad/raw/Homer/Iliad/book_8/line_285.mp4,data/iliad/wavs/b8_l285.wav,τὸν καὶ τηλόθ’ ἐόντα ἐϋκλείης ἐπίβησον.,train
b8_l286,8,286,286,ok,,5.973,0.020,0.473,5.480,-8.9,5.610,σοὶ δ’ἐγὼ ἐξερέω ὡς καὶ τετελεσμένον ἔσται·,σοὶ δ’ἐγὼ ἐξερέω ὡς καὶ τετελεσμένον ἔσται·,data/iliad/raw/Homer/Iliad/book_8/line_286.mp4,data/iliad/wavs/b8_l286.wav,σοὶ δ’ ἐγὼ ἐξερέω ὡς καὶ τετελεσμένον ἔσται·,train
b8_l287,8,287,287,ok,,5.973,0.100,0.573,5.300,-7.5,5.550,αἴ κέν μοι δώῃ Ζεύς τ’αἰγίοχος καὶ Ἀθήνη,αἴ κέν μοι δώῃ Ζεύς τ’αἰγίοχος καὶ Ἀθήνη,data/iliad/raw/Homer/Iliad/book_8/line_287.mp4,data/iliad/wavs/b8_l287.wav,αἴ κέν μοι δώῃ Ζεύς τ’ αἰγίοχος καὶ Ἀθήνη,train
b8_l288,8,288,288,ok,,5.973,0.140,0.513,5.320,-8.2,5.550,"Ἰλίου ἐξαλαπάξαι ἐϋκτίμενον πτολίεθρον,","Ἰλίου ἐξαλαπάξαι ἐϋκτίμενον πτολίεθρον,",data/iliad/raw/Homer/Iliad/book_8/line_288.mp4,data/iliad/wavs/b8_l288.wav,"Ἰλίου ἐξαλαπάξαι ἐϋκτίμενον πτολίεθρον,",train
b8_l289,8,289,289,ok,,5.888,0.080,1.208,4.600,-7.3,4.810,"πρώτῳ τοι μετ’ ἐμὲ πρεσβήϊον ἐν χερὶ θήσω,","πρώτῳ τοι μετ’ ἐμὲ πρεσβήϊον ἐν χερὶ θήσω,",data/iliad/raw/Homer/Iliad/book_8/line_289.mp4,data/iliad/wavs/b8_l289.wav,"πρώτῳ τοι μετ’ ἐμὲ πρεσβήϊον ἐν χερὶ θήσω,",train
b8_l290,8,290,290,ok,,5.973,0.120,0.593,5.260,-7.1,5.490,ἢ τρίποδ’ ἠὲ δύω ἵππους αὐτοῖσιν ὄχεσφιν,ἢ τρίποδ’ ἠὲ δύω ἵππους αὐτοῖσιν ὄχεσφιν,data/iliad/raw/Homer/Iliad/book_8/line_290.mp4,data/iliad/wavs/b8_l290.wav,ἢ τρίποδ’ ἠὲ δύω ἵππους αὐτοῖσιν ὄχεσφιν,train
b8_l291,8,291,291,ok,,5.973,0.200,1.253,4.520,-8.5,4.670,"ἠὲ γυναῖχ’, ἥ κέν τοι ὁμὸν λέχος εἰσαναβαίνοι.","ἠὲ γυναῖχ’, ἥ κέν τοι ὁμὸν λέχος εἰσαναβαίνοι.",data/iliad/raw/Homer/Iliad/book_8/line_291.mp4,data/iliad/wavs/b8_l291.wav,"ἠὲ γυναῖχ’, ἥ κέν τοι ὁμὸν λέχος εἰσαναβαίνοι.",train
b8_l292,8,292,292,ok,,6.059,0.240,0.339,5.480,-8.3,5.730,τὸν δ’ἀπαμειβόμενος προσεφώνεε Τεῦκρος ἀμύμων·,τὸν δ’ἀπαμειβόμενος προσεφώνεε Τεῦκρος ἀμύμων·,data/iliad/raw/Homer/Iliad/book_8/line_292.mp4,data/iliad/wavs/b8_l292.wav,τὸν δ’ ἀπαμειβόμενος προσεφώνεε Τεῦκρος ἀμύμων·,train
b8_l293,8,293,293,ok,,6.059,0.280,0.539,5.240,-6.4,5.490,Ἀτρεΐδη κύδιστε τί με σπεύδοντα καὶ αὐτὸν,Ἀτρεΐδη κύδιστε τί με σπεύδοντα καὶ αὐτὸν,data/iliad/raw/Homer/Iliad/book_8/line_293.mp4,data/iliad/wavs/b8_l293.wav,Ἀτρεΐδη κύδιστε τί με σπεύδοντα καὶ αὐτὸν,train
b8_l294,8,294,294,ok,,5.973,0.080,1.493,4.400,-8.8,4.630,ὀτρύνεις; οὐ μέν τοι ὅση δύναμίς γε πάρεστι,ὀτρύνεις; οὐ μέν τοι ὅση δύναμίς γε πάρεστι,data/iliad/raw/Homer/Iliad/book_8/line_294.mp4,data/iliad/wavs/b8_l294.wav,ὀτρύνεις; οὐ μέν τοι ὅση δύναμίς γε πάρεστι,train
b8_l295,8,295,295,ok,,5.973,0.160,0.093,5.720,-9.3,4.970,"παύομαι, ἀλλ’ ἐξ οὗ προτὶ Ἴλιον ὠσάμεθ’ αὐτοὺς","παύομαι, ἀλλ’ ἐξ οὗ προτὶ Ἴλιον ὠσάμεθ’ αὐτοὺς",data/iliad/raw/Homer/Iliad/book_8/line_295.mp4,data/iliad/wavs/b8_l295.wav,"παύομαι, ἀλλ’ ἐξ οὗ προτὶ Ἴλιον ὠσάμεθ’ αὐτοὺς",train
b8_l296,8,296,296,ok,,5.973,0.120,1.313,4.540,-8.6,4.790,ἐκ τοῦ δὴ τόξοισι δεδεγμένος ἄνδρας ἐναίρω.,ἐκ τοῦ δὴ τόξοισι δεδεγμένος ἄνδρας ἐναίρω.,data/iliad/raw/Homer/Iliad/book_8/line_296.mp4,data/iliad/wavs/b8_l296.wav,ἐκ τοῦ δὴ τόξοισι δεδεγμένος ἄνδρας ἐναίρω.,train
b8_l297,8,297,297,ok,,5.973,0.160,0.393,5.420,-5.8,5.650,"ὀκτὼ δὴ προέηκα τανυγλώχινας ὀϊστούς,","ὀκτὼ δὴ προέηκα τανυγλώχινας ὀϊστούς,",data/iliad/raw/Homer/Iliad/book_8/line_297.mp4,data/iliad/wavs/b8_l297.wav,"ὀκτὼ δὴ προέηκα τανυγλώχινας ὀϊστούς,",train
b8_l298,8,298,298,ok,,5.973,0.160,0.433,5.380,-7.8,5.590,πάντες δ’ἐν χροῂ πῆχθεν ἀρηϊθόων ἀιζηῶν·,πάντες δ’ἐν χροῂ πῆχθεν ἀρηϊθόων ἀιζηῶν·,data/iliad/raw/Homer/Iliad/book_8/line_298.mp4,data/iliad/wavs/b8_l298.wav,πάντες δ’ ἐν χροῒ πῆχθεν ἀρηϊθόων ἀιζηῶν·,train
b8_l299,8,299,299,ok,,5.973,0.120,0.693,5.160,-8.8,5.390,τοῦτον δ’οὐ δύναμαι βαλέειν κύνα λυσσητῆρα.,τοῦτον δ’οὐ δύναμαι βαλέειν κύνα λυσσητῆρα.,data/iliad/raw/Homer/Iliad/book_8/line_299.mp4,data/iliad/wavs/b8_l299.wav,τοῦτον δ’ οὐ δύναμαι βαλέειν κύνα λυσσητῆρα.,train
b8_l300,8,300,300,ok,,6.059,0.240,0.579,5.240,-9.3,5.470,ἦ ῥα καὶ ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,ἦ ῥα καὶ ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,data/iliad/raw/Homer/Iliad/book_8/line_300.mp4,data/iliad/wavs/b8_l300.wav,ἦ ῥα καὶ ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,train
b8_l301,8,301,301,ok,,5.973,0.100,0.133,5.740,-9.9,5.650,"Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός·","Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός·",data/iliad/raw/Homer/Iliad/book_8/line_301.mp4,data/iliad/wavs/b8_l301.wav,"Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός·",train
b8_l302,8,302,302,ok,,5.973,0.100,0.113,5.760,-9.6,5.390,"καὶ τοῦ μέν ῥ’ἀφάμαρθ’, ὃ δ’ἀμύμονα Γοργυθίωνα","καὶ τοῦ μέν ῥ’ἀφάμαρθ’, ὃ δ’ἀμύμονα Γοργυθίωνα",data/iliad/raw/Homer/Iliad/book_8/line_302.mp4,data/iliad/wavs/b8_l302.wav,"καὶ τοῦ μέν ῥ’ ἀφάμαρθ’, ὃ δ’ ἀμύμονα Γοργυθίωνα",train
b8_l303,8,303,303,ok,,5.973,0.140,0.413,5.420,-8.1,5.650,"υἱὸν ἐῢν Πριάμοιο κατὰ στῆθος βάλεν ᾇῷ,","υἱὸν ἐῢν Πριάμοιο κατὰ στῆθος βάλεν ᾇῷ,",data/iliad/raw/Homer/Iliad/book_8/line_303.mp4,data/iliad/wavs/b8_l303.wav,"υἱὸν ἐῢν Πριάμοιο κατὰ στῆθος βάλεν ἰῷ,",train
b8_l304,8,304,304,ok,,5.973,0.120,0.473,5.380,-9.0,5.510,τόν ῥ’ἐξ Αἰσύμηθεν ὀπυιομένη τέκε μήτηρ,τόν ῥ’ἐξ Αἰσύμηθεν ὀπυιομένη τέκε μήτηρ,data/iliad/raw/Homer/Iliad/book_8/line_304.mp4,data/iliad/wavs/b8_l304.wav,τόν ῥ’ ἐξ Αἰσύμηθεν ὀπυιομένη τέκε μήτηρ,train
b8_l305,8,305,305,ok,,5.973,0.080,0.173,5.720,-11.3,5.370,καλὴ Καστιάνειρα δέμας ἐϊκυῖα θεῇσι.,καλὴ Καστιάνειρα δέμας ἐϊκυῖα θεῇσι.,data/iliad/raw/Homer/Iliad/book_8/line_305.mp4,data/iliad/wavs/b8_l305.wav,καλὴ Καστιάνειρα δέμας ἐϊκυῖα θεῇσι.,train
b8_l306,8,306,306,ok,,5.973,0.080,0.533,5.360,-8.4,5.570,"μήκων δ’ὡς ἑτέρωσε κάρη βάλεν, ἥ τ’ἐνὶ κήπῳ","μήκων δ’ὡς ἑτέρωσε κάρη βάλεν, ἥ τ’ἐνὶ κήπῳ",data/iliad/raw/Homer/Iliad/book_8/line_306.mp4,data/iliad/wavs/b8_l306.wav,"μήκων δ’ ὡς ἑτέρωσε κάρη βάλεν, ἥ τ’ ἐνὶ κήπῳ",train
b8_l307,8,307,307,ok,,5.973,0.100,0.733,5.140,-7.8,5.390,"καρπῷ βριθομένη νοτίῃσί τε εἰαρινῇσιν,","καρπῷ βριθομένη νοτίῃσί τε εᾇαρινῇσιν,",data/iliad/raw/Homer/Iliad/book_8/line_307.mp4,data/iliad/wavs/b8_l307.wav,"καρπῷ βριθομένη νοτίῃσί τε εἰαρινῇσιν,",train
b8_l308,8,308,308,ok,,5.973,0.160,0.013,5.800,-7.8,4.750,ὣς ἑτέρωσ’ ἤμυσε κάρη πήληκι βαρυνθέν.,ὣς ἑτέρωσ’ ἤμυσε κάρη πήληκι βαρυνθέν.,data/iliad/raw/Homer/Iliad/book_8/line_308.mp4,data/iliad/wavs/b8_l308.wav,ὣς ἑτέρωσ’ ἤμυσε κάρη πήληκι βαρυνθέν.,train
b8_l309,8,309,309,ok,,5.973,0.160,0.493,5.320,-9.2,5.530,Τεῦκρος δ’ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,Τεῦκρος δ’ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,data/iliad/raw/Homer/Iliad/book_8/line_309.mp4,data/iliad/wavs/b8_l309.wav,Τεῦκρος δ’ ἄλλον ὀϊστὸν ἀπὸ νευρῆφιν ἴαλλεν,train
b8_l310,8,310,310,ok,,5.973,0.120,0.013,5.840,-13.5,5.610,"Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός.","Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός.",data/iliad/raw/Homer/Iliad/book_8/line_310.mp4,data/iliad/wavs/b8_l310.wav,"Ἕκτορος ἀντικρύ, βαλέειν δέ ἑ ἵετο θυμός.",train
b8_l311,8,311,311,ok,,5.973,0.040,0.013,5.920,-10.6,5.690,ἀλλ’ ὅ γε καὶ τόθ’ ἅμαρτε· παρέσφηλεν γὰρ Ἀπόλλων·,ἀλλ’ ὅ γε καὶ τόθ’ ἅμαρτε· παρέσφηλεν γὰρ Ἀπόλλων·,data/iliad/raw/Homer/Iliad/book_8/line_311.mp4,data/iliad/wavs/b8_l311.wav,ἀλλ’ ὅ γε καὶ τόθ’ ἅμαρτε· παρέσφηλεν γὰρ Ἀπόλλων·,train
b8_l312,8,312,312,ok,,5.973,0.040,0.133,5.800,-8.1,5.390,ἀλλ’ Ἀρχεπτόλεμον θρασὺν Ἕκτορος ἡνιοχῆα,ἀλλ’ Ἀρχεπτόλεμον θρασὺν Ἕκτορος ἡνιοχῆα,data/iliad/raw/Homer/Iliad/book_8/line_312.mp4,data/iliad/wavs/b8_l312.wav,ἀλλ’ Ἀρχεπτόλεμον θρασὺν Ἕκτορος ἡνιοχῆα,train
b8_l313,8,313,313,ok,,5.973,0.160,0.553,5.260,-10.5,5.470,ἱέμενον πόλεμον δὲ βάλε στῆθος παρὰ μαζόν·,ἱέμενον πόλεμον δὲ βάλε στῆθος παρὰ μαζόν·,data/iliad/raw/Homer/Iliad/book_8/line_313.mp4,data/iliad/wavs/b8_l313.wav,ἱέμενον πόλεμον δὲ βάλε στῆθος παρὰ μαζόν·,train
b8_l314,8,314,314,ok,,5.973,0.120,0.113,5.740,-7.2,5.530,"ἤριπε δ’ἐξ ὀχέων, ὑπερώησαν δέ οἱ ἵπποι","ἤριπε δ’ἐξ ὀχέων, ὑπερώησαν δέ οἱ ἵπποι",data/iliad/raw/Homer/Iliad/book_8/line_314.mp4,data/iliad/wavs/b8_l314.wav,"ἤριπε δ’ ἐξ ὀχέων, ὑπερώησαν δέ οἱ ἵπποι",train
b8_l315,8,315,315,ok,,5.973,0.140,1.493,4.340,-8.9,4.570,ὠκύποδες· τοῦ δ’αὖθι λύθη ψυχή τε μένος τε.,ὠκύποδες· τοῦ δ’αὖθι λύθη ψυχή τε μένος τε.,data/iliad/raw/Homer/Iliad/book_8/line_315.mp4,data/iliad/wavs/b8_l315.wav,ὠκύποδες· τοῦ δ’ αὖθι λύθη ψυχή τε μένος τε.,train
b8_l316,8,316,316,ok,,5.973,0.120,0.773,5.080,-9.0,5.310,Ἕκτορα δ’αἰνὸν ἄχος πύκασε φρένας ἡνιόχοιο·,Ἕκτορα δ’αἰνὸν ἄχος πύκασε φρένας ἡνιόχοιο·,data/iliad/raw/Homer/Iliad/book_8/line_316.mp4,data/iliad/wavs/b8_l316.wav,Ἕκτορα δ’ αἰνὸν ἄχος πύκασε φρένας ἡνιόχοιο·,train
b8_l317,8,317,317,ok,,5.973,0.120,0.593,5.260,-9.1,5.490,"τὸν μὲν ἔπειτ’ εἴασε καὶ ἀχνύμενός περ ἑταίρου,","τὸν μὲν ἔπειτ’ εἴασε καὶ ἀχνύμενός περ ἑταίρου,",data/iliad/raw/Homer/Iliad/book_8/line_317.mp4,data/iliad/wavs/b8_l317.wav,"τὸν μὲν ἔπειτ’ εἴασε καὶ ἀχνύμενός περ ἑταίρου,",train
b8_l318,8,318,318,ok,,5.973,0.040,0.713,5.220,-9.7,5.390,Κεβριόνην δ’ἐκέλευσεν ἀδελφεὸν ἐγγὺς ἐόντα,Κεβριόνην δ’ἐκέλευσεν ἀδελφεὸν ἐγγὺς ἐόντα,data/iliad/raw/Homer/Iliad/book_8/line_318.mp4,data/iliad/wavs/b8_l318.wav,Κεβριόνην δ’ ἐκέλευσεν ἀδελφεὸν ἐγγὺς ἐόντα,train
b8_l319,8,319,319,ok,,5.973,0.180,0.013,5.780,-8.9,5.570,ἵππων ἡνί’ ἑλεῖν· ὃ δ’ἄρ’ οὐκ ἀπίθησεν ἀκούσας.,ἵππων ἡνί’ ἑλεῖν· ὃ δ’ἄρ’ οὐκ ἀπίθησεν ἀκούσας.,data/iliad/raw/Homer/Iliad/book_8/line_319.mp4,data/iliad/wavs/b8_l319.wav,ἵππων ἡνί’ ἑλεῖν· ὃ δ’ ἄρ’ οὐκ ἀπίθησεν ἀκούσας.,train
b8_l320,8,320,320,ok,,5.973,0.020,0.013,5.940,-9.6,5.973,αὐτὸς δ’ἐκ δίφροιο χαμαὶ θόρε παμφανόωντος,αὐτὸς δ’ἐκ δίφροιο χαμαὶ θόρε παμφανόωντος,data/iliad/raw/Homer/Iliad/book_8/line_320.mp4,data/iliad/wavs/b8_l320.wav,αὐτὸς δ’ ἐκ δίφροιο χαμαὶ θόρε παμφανόωντος,train
b8_l321,8,321,321,ok,,5.888,0.020,0.008,5.860,-8.2,5.350,"σμερδαλέα ἰάχων· ὃ δὲ χερμάδιον λάβε χειρί,","σμερδαλέα ἰάχων· ὃ δὲ χερμάδιον λάβε χειρί,",data/iliad/raw/Homer/Iliad/book_8/line_321.mp4,data/iliad/wavs/b8_l321.wav,"σμερδαλέα ἰάχων· ὃ δὲ χερμάδιον λάβε χειρί,",train
b8_l322,8,322,322,ok,,5.888,0.000,0.468,5.420,-8.0,5.550,"βῆ δ’εὐθὺς Τεύκρου, βαλέειν δέ ἑ θυμὸς ἀνώγει.","βῆ δ’ᾇθὺς Τεύκρου, βαλέειν δέ ἑ θυμὸς ἀνώγει.",data/iliad/raw/Homer/Iliad/book_8/line_322.mp4,data/iliad/wavs/b8_l322.wav,"βῆ δ’ εὐθὺς Τεύκρου, βαλέειν δέ ἑ θυμὸς ἀνώγει.",train
b8_l323,8,323,323,ok,,5.973,0.040,1.313,4.620,-8.7,4.810,"ἤτοι ὃ μὲν φαρέτρης ἐξείλετο πικρὸν ὀϊστόν,","ἤτοι ὃ μὲν φαρέτρης ἐξείλετο πικρὸν ὀϊστόν,",data/iliad/raw/Homer/Iliad/book_8/line_323.mp4,data/iliad/wavs/b8_l323.wav,"ἤτοι ὃ μὲν φαρέτρης ἐξείλετο πικρὸν ὀϊστόν,",train
b8_l324,8,324,324,ok,,5.973,0.080,0.033,5.860,-9.0,5.670,θῆκε δ’ἐπὶ νευρῇ· τὸν δ’αὖ κορυθαίολος Ἕκτωρ,θῆκε δ’ἐπὶ νευρῇ· τὸν δ’αὖ κορυθαίολος Ἕκτωρ,data/iliad/raw/Homer/Iliad/book_8/line_324.mp4,data/iliad/wavs/b8_l324.wav,θῆκε δ’ ἐπὶ νευρῇ· τὸν δ’ αὖ κορυθαίολος Ἕκτωρ,train
b8_l325,8,325,325,ok,,5.973,0.120,0.053,5.800,-10.0,5.550,"αὐερύοντα παρ’ ὦμον, ὅθι κληῂς ἀποέργει","αὐερύοντα παρ’ ὦμον, ὅθι κληῂς ἀποέργει",data/iliad/raw/Homer/Iliad/book_8/line_325.mp4,data/iliad/wavs/b8_l325.wav,"αὐερύοντα παρ’ ὦμον, ὅθι κληῒς ἀποέργει",train
b8_l326,8,326,326,ok,,5.973,0.040,0.793,5.140,-8.3,5.310,"αὐχένα τε στῆθός τε, μάλιστα δὲ καίριόν ἐστι,","αὐχένα τε στῆθός τε, μάλιστα δὲ καίριόν ἐστι,",data/iliad/raw/Homer/Iliad/book_8/line_326.mp4,data/iliad/wavs/b8_l326.wav,"αὐχένα τε στῆθός τε, μάλιστα δὲ καίριόν ἐστι,",train
b8_l327,8,327,327,ok,,5.973,0.140,0.113,5.720,-8.2,5.270,"τῇ ῥ’ἐπὶ οἷ μεμαῶτα βάλεν λίθῳ ὀκριόεντι,","τῇ ῥ’ἐπὶ οἷ μεμαῶτα βάλεν λίθῳ ὀκριόεντι,",data/iliad/raw/Homer/Iliad/book_8/line_327.mp4,data/iliad/wavs/b8_l327.wav,"τῇ ῥ’ ἐπὶ οἷ μεμαῶτα βάλεν λίθῳ ὀκριόεντι,",train
b8_l328,8,328,328,ok,,5.973,0.020,0.113,5.840,-6.5,5.490,"ῥῆξε δέ οἱ νευρήν· νάρκησε δὲ χεὶρ ἐπὶ καρπῷ,","ῥῆξε δέ οἱ νευρήν· νάρκησε δὲ χεὶρ ἐπὶ καρπῷ,",data/iliad/raw/Homer/Iliad/book_8/line_328.mp4,data/iliad/wavs/b8_l328.wav,"ῥῆξε δέ οἱ νευρήν· νάρκησε δὲ χεὶρ ἐπὶ καρπῷ,",train
b8_l329,8,329,329,ok,,5.973,0.020,0.033,5.920,-5.9,5.973,"στῆ δὲ γνὺξ ἐριπών, τόξον δέ οἱ ἔκπεσε χειρός.","στῆ δὲ γνὺξ ἐριπών, τόξον δέ οἱ ἔκπεσε χειρός.",data/iliad/raw/Homer/Iliad/book_8/line_329.mp4,data/iliad/wavs/b8_l329.wav,"στῆ δὲ γνὺξ ἐριπών, τόξον δέ οἱ ἔκπεσε χειρός.",train
b8_l330,8,330,330,ok,,5.973,0.060,0.073,5.840,-9.7,5.650,"Αἴας δ’οὐκ ἀμέλησε κασιγνήτοιο πεσόντος,","Αἴας δ’οὐκ ἀμέλησε κασιγνήτοιο πεσόντος,",data/iliad/raw/Homer/Iliad/book_8/line_330.mp4,data/iliad/wavs/b8_l330.wav,"Αἴας δ’ οὐκ ἀμέλησε κασιγνήτοιο πεσόντος,",train
b8_l331,8,331,331,ok,,5.973,0.040,0.733,5.200,-8.7,5.370,ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε.,ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε.,data/iliad/raw/Homer/Iliad/book_8/line_331.mp4,data/iliad/wavs/b8_l331.wav,ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε.,train
b8_l332,8,332,332,ok,,5.973,0.100,0.553,5.320,-6.6,5.570,τὸν μὲν ἔπειθ’ ὑποδύντε δύω ἐρίηρες ἑταῖροι,τὸν μὲν ἔπειθ’ ὑποδύντε δύω ἐρίηρες ἑταῖροι,data/iliad/raw/Homer/Iliad/book_8/line_332.mp4,data/iliad/wavs/b8_l332.wav,τὸν μὲν ἔπειθ’ ὑποδύντε δύω ἐρίηρες ἑταῖροι,train
b8_l333,8,333,333,ok,,5.973,0.020,0.073,5.880,-8.3,4.870,Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ,Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ,data/iliad/raw/Homer/Iliad/book_8/line_333.mp4,data/iliad/wavs/b8_l333.wav,Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ,train
b8_l334,8,334,334,ok,,5.973,0.020,0.773,5.180,-9.3,5.330,νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα.,νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα.,data/iliad/raw/Homer/Iliad/book_8/line_334.mp4,data/iliad/wavs/b8_l334.wav,νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα.,train
b8_l335,8,335,335,ok,,5.973,0.180,1.353,4.440,-9.0,4.670,ἂψ δ’αὖτις Τρώεσσιν Ὀλύμπιος ἐν μένος ὦρσεν·,ἂψ δ’αὖτις Τρώεσσιν Ὀλύμπιος ἐν μένος ὦρσεν·,data/iliad/raw/Homer/Iliad/book_8/line_335.mp4,data/iliad/wavs/b8_l335.wav,ἂψ δ’ αὖτις Τρώεσσιν Ὀλύμπιος ἐν μένος ὦρσεν·,train
b8_l336,8,336,336,ok,,5.973,0.140,1.153,4.680,-8.7,4.930,οἳ δ’ἰθὺς τάφροιο βαθείης ὦσαν Ἀχαιούς·,οἳ δ’ἰθὺς τάφροιο βαθείης ὦσαν Ἀχαιούς·,data/iliad/raw/Homer/Iliad/book_8/line_336.mp4,data/iliad/wavs/b8_l336.wav,οἳ δ’ ἰθὺς τάφροιο βαθείης ὦσαν Ἀχαιούς·,train
