token,wordform,phones,count
δ’ἄξεσθε_1,δ’ἄξεσθε,d a k s e s tʰ e,1
δ’ἄξια_1,δ’ἄξια,d a k s i a,2
δ’ἄξοντο_1,δ’ἄξοντο,d a k s o n t o,1
δ’ἄξοσι_1,δ’ἄξοσι,d a k s o s i,1
δ’ἄξων_1,δ’ἄξων,d a k s ɔː n,2
δ’ἄορ_1,δ’ἄορ,d a o r,1
δ’ἄορι_1,δ’ἄορι,d a o r i,1
δ’ἄρά_1,δ’ἄρά,d a r a,6
δ’ἄρα_1,δ’ἄρα,d a r a,161
δ’ἄρα_2,δ’ἄρα,d a r aː,4
δ’ἄργισσαν_1,δ’ἄργισσαν,d a r g i s s a n,1
δ’ἄργός_1,δ’ἄργός,d a r g o s,1
δ’ἄρης_1,δ’ἄρης,d a r ɛː s,1
δ’ἄρηϊ_1,δ’ἄρηϊ,d a r ɛː i,1
δ’ἄρξομαι_1,δ’ἄρξομαι,d a r k s o m ai,1
δ’ἄρρηκτος_1,δ’ἄρρηκτος,d a r r ɛː k t o s,1
δ’ἄρτεμις_1,δ’ἄρτεμις,d a r t e m i s,1
δ’ἄρχ’_1,δ’ἄρχ’,d a r kʰ,1
δ’ἄρ’_1,δ’ἄρ’,d a r,154
δ’ἄσβεστος_1,δ’ἄσβεστος,d a z b e s t o s,5
δ’ἄσιος_1,δ’ἄσιος,d aː s i o s,1
δ’ἄτη_1,δ’ἄτη,d aː t ɛː,2
δ’ἄφαρ_1,δ’ἄφαρ,d a pʰ a r,2
δ’ἄχεος_1,δ’ἄχεος,d a kʰ e o z,2
δ’ἄχεϊ_1,δ’ἄχεϊ,d a kʰ e iː,2
δ’ἄχε’_1,δ’ἄχε’,d a kʰ e,2
δ’ἄχνη_1,δ’ἄχνη,d a kʰ n ɛː,1
δ’ἄχος_1,δ’ἄχος,d a kʰ o z,5
δ’ἄχος_2,δ’ἄχος,d a kʰ o s,6
δ’ἄϊδι_1,δ’ἄϊδι,d a i d i,3
δ’ἄϊδος_1,δ’ἄϊδος,d a i d o z,1
δ’ἄϊεν_1,δ’ἄϊεν,d a i e n,1
δ’ἅλα_1,δ’ἅλα,d a l a,1
δ’ἅμα_1,δ’ἅμα,d a m a,29
δ’ἅμ’_1,δ’ἅμ’,d a m,18
δ’ἅπαν_1,δ’ἅπαν,d a p a n,2
δ’ἅρματος_1,δ’ἅρματος,d a r m a t o s,1
δ’ἅρπῃ_1,δ’ἅρπῃ,d a r p ɛːi,1
δ’ἐάγη_1,δ’ἐάγη,d e a g ɛː,1
δ’ἐάλη_1,δ’ἐάλη,d e a l ɛː,1
δ’ἐβάλοντο_1,δ’ἐβάλοντο,d e b a l o n t o,2
δ’ἐβόησεν_1,δ’ἐβόησεν,d e b o ɛː s e n,2
δ’ἐγέλασσε_1,δ’ἐγέλασσε,d e g e l a s s e,2
δ’ἐγένοντο_1,δ’ἐγένοντο,d e g e n o n t o,1
δ’ἐγγύθεν_1,δ’ἐγγύθεν,d e ŋ g y tʰ e n,5
δ’ἐγγὺς_1,δ’ἐγγὺς,d e ŋ g y s,2
δ’ἐγδούπησαν_1,δ’ἐγδούπησαν,d e g d uː p ɛː s a n,1
δ’ἐγρηγόρθασι_1,δ’ἐγρηγόρθασι,d e g r ɛː g o r tʰ aː s i,1
δ’ἐγώ_1,δ’ἐγώ,d e g ɔː,1
δ’ἐγὼ_1,δ’ἐγὼ,d e g ɔː,15
δ’ἐγὼν_1,δ’ἐγὼν,d e g ɔː n,7
δ’ἐδέξατο_1,δ’ἐδέξατο,d e d e k s a t o,2
δ’ἐθέλεις_1,δ’ἐθέλεις,d e tʰ e l eː s,4
δ’ἐκ_1,δ’ἐκ,d e k,40
δ’ἐκάλει_1,δ’ἐκάλει,d e k a l eː,1
δ’ἐκέκαστο_1,δ’ἐκέκαστο,d e k e k a s t o,1
δ’ἐκέλευσε_1,δ’ἐκέλευσε,d e k e l eu s e,1
δ’ἐκέλευσεν_1,δ’ἐκέλευσεν,d e k e l eu s e n,2
δ’ἐκίχανεν_1,δ’ἐκίχανεν,d e k i kʰ aː n e n,1
δ’ἐκδιαβάντες_1,δ’ἐκδιαβάντες,d e k d i a b a n t e s,1
δ’ἐκδῦμεν_1,δ’ἐκδῦμεν,d e k d yː m e n,1
δ’ἐκκαλέσας_1,δ’ἐκκαλέσας,d e k k a l e s a z,1
δ’ἐκλίνθη_1,δ’ἐκλίνθη,d e k l i n tʰ ɛː,2
δ’ἐκραίαινεν_1,δ’ἐκραίαινεν,d e k r ai ai n e n,1
δ’ἐκσπασσαμένω_1,δ’ἐκσπασσαμένω,d e k s p a s s a m e n ɔː,1
δ’ἐκτὸς_1,δ’ἐκτὸς,d e k t o s,1
δ’ἐκύει_1,δ’ἐκύει,d e k y eː,1
δ’ἐλάαν_1,δ’ἐλάαν,d e l a aː n,3
δ’ἐλάσαι_1,δ’ἐλάσαι,d e l a s ai,1
δ’ἐλάφοιο_1,δ’ἐλάφοιο,d e l a pʰ oi o,1
δ’ἐλέγχεα_1,δ’ἐλέγχεα,d e l e ŋ kʰ e a,1
δ’ἐλέησε_1,δ’ἐλέησε,d e l e ɛː s e,2
δ’ἐλέλιξεν_1,δ’ἐλέλιξεν,d e l e l i k s e n,1
δ’ἐλίγαινον_1,δ’ἐλίγαινον,d e l i g ai n o n,1
δ’ἐλατῆρες_1,δ’ἐλατῆρες,d e l a t ɛː r e s,1
δ’ἐλατῆρ’_1,δ’ἐλατῆρ’,d e l a t ɛː r,1
δ’ἐλεαίρεσκον_1,δ’ἐλεαίρεσκον,d e l e ai r e s k o n,1
δ’ἐλεεινότερός_1,δ’ἐλεεινότερός,d e l e eː n o t e r o s,1
δ’ἐλεεινὰ_1,δ’ἐλεεινὰ,d e l e eː n a,1
δ’ἐλεησάντων_1,δ’ἐλεησάντων,d e l e ɛː s a n t ɔː n,1
δ’ἐλελίχθη_1,δ’ἐλελίχθη,d e l e l i kʰ tʰ ɛː,1
δ’ἐλελίχθησαν_1,δ’ἐλελίχθησαν,d e l e l i kʰ tʰ ɛː s a n,4
δ’ἐλελιξάμενος_1,δ’ἐλελιξάμενος,d e l e l i k s a m e n o s,1
δ’ἐλεύσομαι_1,δ’ἐλεύσομαι,d e l eu s o m ai,2
δ’ἐλλιτάνευε_1,δ’ἐλλιτάνευε,d e l l i t a n eu e,1
δ’ἐμάχοντο_1,δ’ἐμάχοντο,d e m a kʰ o n t o,1
δ’ἐμέ_1,δ’ἐμέ,d e m e,1
δ’ἐμέθεν_1,δ’ἐμέθεν,d e m e tʰ e n,2
δ’ἐμέο_1,δ’ἐμέο,d e m e o,1
δ’ἐμιαίνετο_1,δ’ἐμιαίνετο,d e m i ai n e t o,1
δ’ἐμμεμαῶτες_1,δ’ἐμμεμαῶτες,d e m m e m a ɔː t e s,1
δ’ἐμοί_1,δ’ἐμοί,d e m oi,2
δ’ἐμοὶ_1,δ’ἐμοὶ,d e m oi,5
δ’ἐμπλήσατο_1,δ’ἐμπλήσατο,d e m p l ɛː s a t o,1
δ’ἐμπνεύσῃσι_1,δ’ἐμπνεύσῃσι,d e m p n eu s ɛːi s i,1
δ’ἐμπνύνθη_1,δ’ἐμπνύνθη,d e m p n y n tʰ ɛː,1
δ’ἐμὲ_1,δ’ἐμὲ,d e m e,4
δ’ἐμὸν_1,δ’ἐμὸν,d e m o n,2
δ’ἐμὸς_1,δ’ἐμὸς,d e m o s,2
δ’ἐμῷ_1,δ’ἐμῷ,d e m ɔːi,1
δ’ἐν_1,δ’ἐν,d e n,89
δ’ἐνένιπε_1,δ’ἐνένιπε,d e n e n iː p e,1
δ’ἐνέπασσεν_1,δ’ἐνέπασσεν,d e n e p a s s e n,1
δ’ἐνίκα_1,δ’ἐνίκα,d e n iː k a,2
δ’ἐναντίον_1,δ’ἐναντίον,d e n a n t i o n,1
δ’ἐνδίνων_1,δ’ἐνδίνων,d e n d iː n ɔː n,1
δ’ἐνενήκοντα_1,δ’ἐνενήκοντα,d e n e n ɛː k o n t a,1
δ’ἐνετῇσι_1,δ’ἐνετῇσι,d e n e t ɛːi s i,1
δ’ἐνθάδε_1,δ’ἐνθάδε,d e n tʰ a d e,4
δ’ἐνθάδ’_1,δ’ἐνθάδ’,d e n tʰ a d,1
δ’ἐνθένδε_1,δ’ἐνθένδε,d e n tʰ e n d e,1
δ’ἐνιῆνες_1,δ’ἐνιῆνες,d e n i ɛː n e s,1
δ’ἐννέα_1,δ’ἐννέα,d e n n e a,2
δ’ἐννοσίγαιος_1,δ’ἐννοσίγαιος,d e n n o s i g ai o s,1
δ’ἐνοπήν_1,δ’ἐνοπήν,d e n o p ɛː n,1
δ’ἐνυαλίοιο_1,δ’ἐνυαλίοιο,d e n yː a l i oi o,1
δ’ἐνόησε_1,δ’ἐνόησε,d e n o ɛː s e,1
δ’ἐνόησ’_1,δ’ἐνόησ’,d e n o ɛː s,2
δ’ἐνὶ_1,δ’ἐνὶ,d e n i,20
δ’ἐξ_1,δ’ἐξ,d e k s,32
δ’ἐξέκλεψεν_1,δ’ἐξέκλεψεν,d e k s e k l e p s e n,1
δ’ἐξέρρηξε_1,δ’ἐξέρρηξε,d e k s e r r ɛː k s e,1
δ’ἐξήνυσε_1,δ’ἐξήνυσε,d e k s ɛː n y s e,1
δ’ἐξήρπαξεν_1,δ’ἐξήρπαξεν,d e k s ɛː r p a k s e n,1
δ’ἐξήρπαξ’_1,δ’ἐξήρπαξ’,d e k s ɛː r p a k s,1
δ’ἐξίκετο_1,δ’ἐξίκετο,d e k s iː k e t o,1
δ’ἐξαίνυτο_1,δ’ἐξαίνυτο,d e k s ai n y t o,1
δ’ἐξαίσιον_1,δ’ἐξαίσιον,d e k s ai s i o n,1
δ’ἐξακέονται_1,δ’ἐξακέονται,d e k s a k e o n t ai,1
δ’ἐξαναβᾶσαι_1,δ’ἐξαναβᾶσαι,d e k s a n a b aː s ai,1
δ’ἐξαπάτησεν_1,δ’ἐξαπάτησεν,d e k s a p a t ɛː s e n,1
δ’ἐξαπίνης_1,δ’ἐξαπίνης,d e k s a p i n ɛː s,1
δ’ἐξαῦτις_1,δ’ἐξαῦτις,d e k s au t i s,2
δ’ἐξείρετο_1,δ’ἐξείρετο,d e k s eː r e t o,1
δ’ἐξείρυσσαν_1,δ’ἐξείρυσσαν,d e k s eː r y s s a n,1
δ’ἐξελάσας_1,δ’ἐξελάσας,d e k s e l a s a z,1
δ’ἐξελκομένοιο_1,δ’ἐξελκομένοιο,d e k s e l k o m e n oi o,1
δ’ἐξελύθη_1,δ’ἐξελύθη,d e k s e l y tʰ ɛː,1
δ’ἐξενάριξε_1,δ’ἐξενάριξε,d e k s e n a r i k s e,1
δ’ἐξερέεινε_1,δ’ἐξερέεινε,d e k s e r e eː n e,1
δ’ἐξερέεινεν_1,δ’ἐξερέεινεν,d e k s e r e eː n e n,1
δ’ἐξηγείσθω_1,δ’ἐξηγείσθω,d e k s ɛː g eː s tʰ ɔː,1
δ’ἐξηράνθη_1,δ’ἐξηράνθη,d e k s ɛː r a n tʰ ɛː,1
δ’ἐξηρώησαν_1,δ’ἐξηρώησαν,d e k s ɛː r ɔː ɛː s a n,1
δ’ἐξικόμην_1,δ’ἐξικόμην,d e k s i k o m ɛː n,1
δ’ἐξοπίσω_1,δ’ἐξοπίσω,d e k s o p i s ɔː,2
δ’ἐξόπιθε_1,δ’ἐξόπιθε,d e k s o p i tʰ e,1
δ’ἐξόπιθεν_1,δ’ἐξόπιθεν,d e k s o p i tʰ e n,2
δ’ἐξῆπτεν_1,δ’ἐξῆπτεν,d e k s ɛː p t e n,1
δ’ἐξῆρχε_1,δ’ἐξῆρχε,d e k s ɛː r kʰ e,1
δ’ἐπάγη_1,δ’ἐπάγη,d e p a g ɛː,1
δ’ἐπέδραμε_1,δ’ἐπέδραμε,d e p e d r a m e,1
δ’ἐπέδραμεν_1,δ’ἐπέδραμεν,d e p e d r a m e n,1
δ’ἐπέεσσι_1,δ’ἐπέεσσι,d e p e e s s i,1
δ’ἐπέην_1,δ’ἐπέην,d e p e ɛː n,1
δ’ἐπέλαμψε_1,δ’ἐπέλαμψε,d e p e l a m p s e,1
δ’ἐπέμυξαν_1,δ’ἐπέμυξαν,d e p e m y k s a n,2
δ’ἐπένευε_1,δ’ἐπένευε,d e p e n eu e,1
δ’ἐπένευσα_1,δ’ἐπένευσα,d e p e n eu s a,1
δ’ἐπέρησεν_1,δ’ἐπέρησεν,d e p e r ɛː s e n,1
δ’ἐπέρρεον_1,δ’ἐπέρρεον,d e p e r r e o n,1
δ’ἐπέσσυτο_1,δ’ἐπέσσυτο,d e p e s s y t o,2
δ’ἐπέσχε_1,δ’ἐπέσχε,d e p e s kʰ e,1
δ’ἐπέτοντο_1,δ’ἐπέτοντο,d e p e t o n t o,2
δ’ἐπέχυντο_1,δ’ἐπέχυντο,d e p e kʰ y n t o,2
δ’ἐπί_1,δ’ἐπί,d e p i,2
δ’ἐπίθοντο_1,δ’ἐπίθοντο,d e p i tʰ o n t o,1
δ’ἐπίστατο_1,δ’ἐπίστατο,d e p i s t a t o,1
δ’ἐπαΐξαι_1,δ’ἐπαΐξαι,d e p aː i k s ai,2
δ’ἐπαΐξας_1,δ’ἐπαΐξας,d e p aː i k s a z,1
δ’ἐπαΐξας_2,δ’ἐπαΐξας,d e p aː i k s a s,1
δ’ἐπαΐξασκε_1,δ’ἐπαΐξασκε,d e p aː i k s a s k e,1
δ’ἐπαΐσσων_1,δ’ἐπαΐσσων,d e p aː i s s ɔː n,2
δ’ἐπαγαλλόμενος_1,δ’ἐπαγαλλόμενος,d e p a g a l l o m e n o s,1
δ’ἐπαλεξήσων_1,δ’ἐπαλεξήσων,d e p a l e k s ɛː s ɔː n,1
δ’ἐπαμείβεται_1,δ’ἐπαμείβεται,d e p a m eː b e t ai,1
δ’ἐπανέστησαν_1,δ’ἐπανέστησαν,d e p a n e s t ɛː s a n,1
δ’ἐπαπειλήσας_1,δ’ἐπαπειλήσας,d e p a p eː l ɛː s aː s,1
δ’ἐπαύσατο_1,δ’ἐπαύσατο,d e p au s a t o,1
δ’ἐπείθετο_1,δ’ἐπείθετο,d e p eː tʰ e t o,2
δ’ἐπεβήσετο_1,δ’ἐπεβήσετο,d e p e b ɛː s e t o,2
δ’ἐπεγρόμενος_1,δ’ἐπεγρόμενος,d e p e g r o m e n o s,1
δ’ἐπειῶν_1,δ’ἐπειῶν,d e p eː ɔː n,1
δ’ἐπεκέκλετ’_1,δ’ἐπεκέκλετ’,d e p e k e k l e t,1
δ’ἐπελήλατο_1,δ’ἐπελήλατο,d e p e l ɛː l a t o,2
δ’ἐπενήνοθε_1,δ’ἐπενήνοθε,d e p e n ɛː n o tʰ e,2
δ’ἐπετοξάζοντο_1,δ’ἐπετοξάζοντο,d e p e t o k s a z d o n t o,1
δ’ἐπευξάμενος_1,δ’ἐπευξάμενος,d e p eu k s a m e n o z,1
δ’ἐπεύξατο_1,δ’ἐπεύξατο,d e p eu k s a t o,4
δ’ἐπεὶ_1,δ’ἐπεὶ,d e p eː,28
δ’ἐπιανδάνει_1,δ’ἐπιανδάνει,d e p i a n d a n eː,1
δ’ἐπιβρέμει_1,δ’ἐπιβρέμει,d e p i b r e m eː,1
δ’ἐπιβᾶσα_1,δ’ἐπιβᾶσα,d e p i b aː s a,1
δ’ἐπιγίγνεται_1,δ’ἐπιγίγνεται,d e p i g i g n e t ai,1
δ’ἐπιθαρσύνων_1,δ’ἐπιθαρσύνων,d e p i tʰ a r s yː n ɔː n,1
δ’ἐπικείσετ’_1,δ’ἐπικείσετ’,d e p i k eː s e t,1
δ’ἐπικερτομέων_1,δ’ἐπικερτομέων,d e p i k e r t o m e ɔː n,2
δ’ἐπιλήσονται_1,δ’ἐπιλήσονται,d e p i l ɛː s o n t ai,1
δ’ἐπιμειδήσας_1,δ’ἐπιμειδήσας,d e p i m eː d ɛː s a s,3
δ’ἐπιοσσομένω_1,δ’ἐπιοσσομένω,d e p i o s s o m e n ɔː,1
δ’ἐπιπείθεο_1,δ’ἐπιπείθεο,d e p i p eː tʰ e o,2
δ’ἐπιπειθόμεναι_1,δ’ἐπιπειθόμεναι,d e p i p eː tʰ o m e n ai,1
δ’ἐπιστρέψας_1,δ’ἐπιστρέψας,d e p i s t r e p s a z,1
δ’ἐπιστροφάδην_1,δ’ἐπιστροφάδην,d e p i s t r o pʰ a d ɛː n,2
δ’ἐποίησεν_1,δ’ἐποίησεν,d e p oi ɛː s e n,1
δ’ἐπτύσσοντο_1,δ’ἐπτύσσοντο,d e p t y s s o n t o,1
δ’ἐπόρουσε_1,δ’ἐπόρουσε,d e p o r uː s e,6
δ’ἐπότρυνε_1,δ’ἐπότρυνε,d e p o t r yː n e,1
δ’ἐπόψεαι_1,δ’ἐπόψεαι,d e p o p s e ai,1
δ’ἐπὶ_1,δ’ἐπὶ,d e p i,59
δ’ἐπὶ_2,δ’ἐπὶ,d e p iː,2
δ’ἐπῆλθεν_1,δ’ἐπῆλθεν,d e p ɛː l tʰ e n,1
δ’ἐπῴχετο_1,δ’ἐπῴχετο,d e p ɔːi kʰ e t o,1
δ’ἐπ’_1,δ’ἐπ’,d e p,32
δ’ἐρέτας_1,δ’ἐρέτας,d e r e t aː s,2
δ’ἐρίβωλον_1,δ’ἐρίβωλον,d e r i b ɔː l o n,2
δ’ἐρίηρας_1,δ’ἐρίηρας,d e r i ɛː r a s,1
δ’ἐρίηρες_1,δ’ἐρίηρες,d e r i ɛː r e s,1
δ’ἐρεισάμενος_1,δ’ἐρεισάμενος,d e r eː s a m e n o s,1
δ’ἐρευθαλίων_1,δ’ἐρευθαλίων,d e r eu tʰ a l i ɔː n,1
δ’ἐρευθαλίωνι_1,δ’ἐρευθαλίωνι,d e r eu tʰ a l i ɔː n i,1
δ’ἐριαύχενας_1,δ’ἐριαύχενας,d e r i au kʰ e n a s,1
δ’ἐριαύχενες_1,δ’ἐριαύχενες,d e r i au kʰ e n e s,1
δ’ἐρινεὸν_1,δ’ἐρινεὸν,d e r iː n e o n,1
δ’ἐριούνιος_1,δ’ἐριούνιος,d e r i uː n i o s,1
δ’ἐριχθόνιος_1,δ’ἐριχθόνιος,d e r i kʰ tʰ o n i o s,1
δ’ἐρρίγησαν_1,δ’ἐρρίγησαν,d e r r iː g ɛː s a n,1
δ’ἐρρίγησε_1,δ’ἐρρίγησε,d e r r iː g ɛː s e,2
δ’ἐρρώοντο_1,δ’ἐρρώοντο,d e r r ɔː o n t o,1
δ’ἐρύμαντα_1,δ’ἐρύμαντα,d e r y m a n t a,1
δ’ἐρύσας_1,δ’ἐρύσας,d e r y s a s,1
δ’ἐρῆμα_1,δ’ἐρῆμα,d e r ɛː m a,1
δ’ἐς_1,δ’ἐς,d e s,14
δ’ἐς_2,δ’ἐς,d e z,11
δ’ἐσαγείρετο_1,δ’ἐσαγείρετο,d e s a g eː r e t o,2
δ’ἐσθλῷ_1,δ’ἐσθλῷ,d e s tʰ l ɔːi,1
δ’ἐσκίδναντο_1,δ’ἐσκίδναντο,d e s k i d n a n t o,1
δ’ἐσσείοντο_1,δ’ἐσσείοντο,d e s s eː o n t o,1
δ’ἐσσεύοντο_1,δ’ἐσσεύοντο,d e s s eu o n t o,1
δ’ἐστὲ_1,δ’ἐστὲ,d e s t e,1
δ’ἐστὸν_1,δ’ἐστὸν,d e s t o n,1
δ’ἐσχατιὴν_1,δ’ἐσχατιὴν,d e s kʰ a t i ɛː n,1
δ’ἐτέλειον_1,δ’ἐτέλειον,d e t e l eː o n,2
δ’ἐτίθει_1,δ’ἐτίθει,d e t i tʰ eː,8
δ’ἐτίναχθεν_1,δ’ἐτίναχθεν,d e t i n a kʰ tʰ e n,1
δ’ἐτεὸν_1,δ’ἐτεὸν,d e t e o n,3
δ’ἐτράπετ’_1,δ’ἐτράπετ’,d e t r a p e t,1
δ’ἐφέβοντο_1,δ’ἐφέβοντο,d e pʰ e b o n t o,1
δ’ἐφέλκετο_1,δ’ἐφέλκετο,d e pʰ e l k e t o,1
δ’ἐφύπερθε_1,δ’ἐφύπερθε,d e pʰ y p e r tʰ e,1
δ’ἐφ’_1,δ’ἐφ’,d e pʰ,1
δ’ἐχάρησαν_1,δ’ἐχάρησαν,d e kʰ a r ɛː s a n,2
δ’ἐῶμεν_1,δ’ἐῶμεν,d e ɔː m e n,1
δ’ἑβδομάτῃ_1,δ’ἑβδομάτῃ,d e b d o m a t ɛːi,1
δ’ἑδριάασθαι_1,δ’ἑδριάασθαι,d e d r i a a s tʰ ai,2
δ’ἑζομένω_1,δ’ἑζομένω,d e z d o m e n ɔː,1
δ’ἑκάβη_1,δ’ἑκάβη,d e k a b ɛː,1
δ’ἑκάτερθεν_1,δ’ἑκάτερθεν,d e k a t e r tʰ e n,1
δ’ἑκατηβόλον_1,δ’ἑκατηβόλον,d e k a t ɛː b o l o n,1
δ’ἑκατόμβας_1,δ’ἑκατόμβας,d e k a t o m b a s,1
δ’ἑκατόμβην_1,δ’ἑκατόμβην,d e k a t o m b ɛː n,3
δ’ἑλένη_1,δ’ἑλένη,d e l e n ɛː,5
δ’ἑλένην_1,δ’ἑλένην,d e l e n ɛː n,1
δ’ἑλένης_1,δ’ἑλένης,d e l e n ɛː s,1
δ’ἑλέσθαι_1,δ’ἑλέσθαι,d e l e s tʰ ai,1
δ’ἑλκέμεν_1,δ’ἑλκέμεν,d e l k e m e n,3
δ’ἑλκομενάων_1,δ’ἑλκομενάων,d e l k o m e n aː ɔː n,1
δ’ἑλὼν_1,δ’ἑλὼν,d e l ɔː n,1
δ’ἑξείης_1,δ’ἑξείης,d e k s eː ɛː s,1
δ’ἑπτὰ_1,δ’ἑπτὰ,d e p t a,2
δ’ἑρμείας_1,δ’ἑρμείας,d e r m eː a s,1
δ’ἑσπόμενος_1,δ’ἑσπόμενος,d e s p o m e n o s,2
δ’ἑσταότες_1,δ’ἑσταότες,d e s t a o t e s,2
δ’ἑσταότων_1,δ’ἑσταότων,d e s t a o t ɔː n,1
δ’ἑτάροιο_1,δ’ἑτάροιο,d e t a r oi o,1
δ’ἑτάροισι_1,δ’ἑτάροισι,d e t a r oi s i,1
δ’ἑτάροισιν_1,δ’ἑτάροισιν,d e t a r oi s i n,4
δ’ἑτάρους_1,δ’ἑτάρους,d e t a r uː z,1
δ’ἑτάρων_1,δ’ἑτάρων,d e t a r ɔː n,7
δ’ἑτέρη_1,δ’ἑτέρη,d e t e r ɛː,1
δ’ἑτέρην_1,δ’ἑτέρην,d e t e r ɛː n,1
δ’ἑτέρης_1,δ’ἑτέρης,d e t e r ɛː s,1
δ’ἑτέροιο_1,δ’ἑτέροιο,d e t e r oi o,1
δ’ἑτέροισί_1,δ’ἑτέροισί,d e t e r oi s i,3
δ’ἑτέρωθεν_1,δ’ἑτέρωθεν,d e t e r ɔː tʰ e n,17
δ’ἑτέρων_1,δ’ἑτέρων,d e t e r ɔː n,1
δ’ἑτέρωσε_1,δ’ἑτέρωσε,d e t e r ɔː s e,2
δ’ἑτέρῃ_1,δ’ἑτέρῃ,d e t e r ɛːi,2
δ’ἑτέρῳ_1,δ’ἑτέρῳ,d e t e r ɔːi,1
δ’ἑταίροισιν_1,δ’ἑταίροισιν,d e t ai r oi s i n,1
δ’ἑταίρους_1,δ’ἑταίρους,d e t ai r uː s,3
δ’ἑταῖροι_1,δ’ἑταῖροι,d e t ai r oi,6
δ’ἑταῖρον_1,δ’ἑταῖρον,d e t ai r o n,2
δ’ἑωσφόρος_1,δ’ἑωσφόρος,d e ɔː s pʰ o r o s,1
δ’ἑὸν_1,δ’ἑὸν,d e o n,2
δ’ἔα_1,δ’ἔα,d e a,1
δ’ἔβαλον_1,δ’ἔβαλον,d e b a l o n,3
δ’ἔβαλ’_1,δ’ἔβαλ’,d e b a l,2
δ’ἔβαν_1,δ’ἔβαν,d e b a n,3
δ’ἔβραχε_1,δ’ἔβραχε,d e b r a kʰ e,5
δ’ἔγημε_1,δ’ἔγημε,d e g ɛː m e,1
δ’ἔγνω_1,δ’ἔγνω,d e g n ɔː,6
δ’ἔγχεα_1,δ’ἔγχεα,d e ŋ kʰ e a,3
δ’ἔγχει_1,δ’ἔγχει,d e ŋ kʰ eː,1
δ’ἔγχεος_1,δ’ἔγχεος,d e ŋ kʰ e o s,1
δ’ἔγχεϊ_1,δ’ἔγχεϊ,d e ŋ kʰ e i,3
δ’ἔγχος_1,δ’ἔγχος,d e ŋ kʰ o s,5
δ’ἔδεισε_1,δ’ἔδεισε,d e d eː s e,1
δ’ἔδερόν_1,δ’ἔδερόν,d e d e r o n,1
δ’ἔδησε_1,δ’ἔδησε,d e d ɛː s e,1
δ’ἔδραμε_1,δ’ἔδραμε,d e d r a m e,1
δ’ἔδωκας_1,δ’ἔδωκας,d e d ɔː k a s,1
δ’ἔδωκε_1,δ’ἔδωκε,d e d ɔː k e,1
δ’ἔδωκεν_1,δ’ἔδωκεν,d e d ɔː k e n,1
δ’ἔην_1,δ’ἔην,d e ɛː n,1
δ’ἔθεεν_1,δ’ἔθεεν,d e tʰ e e n,1
δ’ἔθειραι_1,δ’ἔθειραι,d e tʰ eː r ai,1
δ’ἔθελον_1,δ’ἔθελον,d e tʰ e l o n,2
δ’ἔθεσαν_1,δ’ἔθεσαν,d e tʰ e s a n,1
δ’ἔθηκε_1,δ’ἔθηκε,d e tʰ ɛː k e,2
δ’ἔθηκεν_1,δ’ἔθηκεν,d e tʰ ɛː k e n,3
δ’ἔθορε_1,δ’ἔθορε,d e tʰ o r e,2
δ’ἔθορ’_1,δ’ἔθορ’,d e tʰ o r,1
δ’ἔθ’_1,δ’ἔθ’,d e tʰ,1
δ’ἔκαμψαν_1,δ’ἔκαμψαν,d e k a m p s a n,1
δ’ἔκβαλεν_1,δ’ἔκβαλεν,d e k b a l e n,1
δ’ἔκλιναν_1,δ’ἔκλιναν,d e k l iː n a n,2
δ’ἔκλυε_1,δ’ἔκλυε,d e k l y e,8
δ’ἔκπαγλον_1,δ’ἔκπαγλον,d e k p a g l o n,3
δ’ἔκπιπτον_1,δ’ἔκπιπτον,d e k p i p t o n,1
δ’ἔκπληγεν_1,δ’ἔκπληγεν,d e k p l ɛː g e n,1
δ’ἔκταθεν_1,δ’ἔκταθεν,d e k t a tʰ e n,1
δ’ἔκταμ’_1,δ’ἔκταμ’,d e k t a m,1
δ’ἔκτανε_1,δ’ἔκτανε,d e k t a n e,2
δ’ἔκτανεν_1,δ’ἔκτανεν,d e k t a n e n,1
δ’ἔκτοσθεν_1,δ’ἔκτοσθεν,d e k t o s tʰ e n,1
δ’ἔκτυπε_1,δ’ἔκτυπε,d e k t y p e,1
δ’ἔκφερον_1,δ’ἔκφερον,d e k pʰ e r o n,2
δ’ἔκφερ’_1,δ’ἔκφερ’,d e k pʰ e r,1
